TransactionAmount,CustomerAge,TransactionDuration,AccountBalance,LoginAttempts,BalanceRatio,LoginRatio,TransactionHour,TransactionTime,KMeans_Cluster,Potential_Fraud
523.74,43.0,159.0,13498.55,1.0,0.03879972293320107,523.73999947626,16.0,0.0,0,False
705.6,40.0,124.0,14804.7,3.0,0.047660540233841434,235.1999999216,18.0,0.0,0,False
217.5,46.0,35.0,3057.4000000000005,1.0,0.0711388761692709,217.49999978249997,18.0,0.0,0,False
91.47999999999999,51.0,141.0,14942.78,1.0,0.006122020132799513,91.47999990852,16.0,0.0,0,False
5.25,39.0,49.0,14143.32,1.0,0.00037119997284934536,5.249999994749999,18.0,0.0,0,False
54.03,56.0,161.0,6736.3,1.0,0.008020723542596378,54.02999994596999,17.0,0.0,0,False
736.73,48.0,10.0,3313.07,1.0,0.2223707920447735,736.72999926327,16.0,0.0,0,False
368.91,54.0,14.0,829.71,1.0,0.4446252305016878,368.90999963109,17.0,0.0,0,False
33.06,53.0,170.0,1540.87,1.0,0.021455411553199525,33.05999996693998,16.0,0.0,0,False
66.5,32.0,144.0,6820.23,1.0,0.009750404311876612,66.49999993349999,16.0,0.0,0,False
177.08,35.0,85.0,13475.14,1.0,0.013141236380474479,177.07999982292,17.0,0.0,0,False
588.54,32.0,130.0,714.4500000000003,1.0,0.8237665336960965,588.5399994114599,17.0,0.0,2,False
173.5,21.0,282.0,1306.9099999999994,1.0,0.1327558898469422,173.4999998265,17.0,0.0,0,False
78.32999999999998,56.0,189.0,7255.33,1.0,0.010796200861985489,78.32999992166998,16.0,0.0,0,False
40.66,59.0,156.0,1153.8400000000006,1.0,0.03523885460719403,40.659999959339984,16.0,0.0,0,False
97.22000000000001,77.0,54.99999999999999,6647.73,1.0,0.014624541008733116,97.21999990277999,17.0,0.0,0,False
34.06999999999999,22.0,81.0,8709.77,1.0,0.003911699160826988,34.06999996592998,17.0,0.0,0,False
492.06,23.0,74.0,857.9000000000001,1.0,0.5735633523714028,492.05999950793995,16.0,0.0,0,False
842.01,53.0,185.0,509.4499999999998,1.0,1.6527824124022912,842.0099991579898,16.0,0.0,2,False
73.55000000000001,51.0,158.0,2812.0600000000004,1.0,0.026155202947296233,73.54999992644998,16.0,0.0,0,False
760.53,57.0,118.0,6179.91,1.0,0.12306489900336362,760.5299992394699,18.0,0.0,0,False
273.08,26.0,134.0,6609.3,1.0,0.041317537409401695,273.07999972691994,16.0,0.0,0,False
371.69,67.0,143.0,3484.32,1.0,0.10667504706797691,371.68999962831,16.0,0.0,0,False
218.96,18.0,13.0,754.21,1.0,0.2903170204581081,218.95999978103998,16.0,0.0,0,False
227.39,18.0,65.0,751.0900000000006,1.0,0.30274667483217355,227.38999977260997,16.0,0.0,0,False
237.99,39.0,86.0,8510.09,1.0,0.027965626685495928,237.98999976201,16.0,0.0,0,False
186.6,58.0,13.0,1508.7199999999998,1.0,0.12368100111344471,186.5999998134,16.0,0.0,0,False
341.15,18.0,148.0,511.3699999999999,1.0,0.6671294757207753,341.14999965884994,17.0,0.0,0,True
434.58,59.0,215.0,12648.32,1.0,0.034358713252033914,434.57999956541994,16.0,0.0,0,False
312.88,54.0,44.0,233.21000000000004,1.0,1.3416234295212828,312.87999968711995,18.0,0.0,2,False
75.15,23.0,154.0,1092.9199999999996,1.0,0.06876075101556495,75.14999992485,17.0,0.0,0,False
23.30000000000001,59.0,161.0,6711.15,1.0,0.0034718341863907848,23.299999976700008,18.0,0.0,0,False
47.379999999999995,25.0,61.0,459.3699999999999,1.0,0.10314125868014207,47.37999995261998,18.0,0.0,0,False
512.81,79.0,30.0,6994.34,1.0,0.07331785415063131,512.8099994871899,16.0,0.0,0,False
488.15,43.0,168.0,7071.09,1.0,0.06903461842515524,488.14999951184996,16.0,0.0,0,False
12.819999999999993,44.0,156.0,9045.19,1.0,0.0014173278836595651,12.819999987180012,18.0,0.0,0,False
66.9,79.0,129.0,5238.71,4.0,0.012770319410692177,16.724999995818763,16.0,0.0,0,False
